FECHA;HORA;AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLÓGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION
2022-09-07;18;AV. LUGONES;DESCENDENTE;6000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-07;18;AU PERITO MORENO;ASCENDENTE;1600;BUENO;SECA;2;0;COLISION CON OBSTACULO FIJO;0;2;0;0
2022-09-07;22;AU PERITO MORENO;DESCENDENTE;5700;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-09-08;1;AU DELLEPIANE;DESCENDENTE;0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-08;1;AU PERITO MORENO;ASCENDENTE;2200;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-09-08;13;AV. LUGONES;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-09;9;AU 25 DE MAYO;ASCENDENTE;3500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-09;18;AV. CANTILO;ASCENDENTE;10000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-10;5;AU ILLIA;DESCENDENTE;1400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-09-10;14;TRANSICION RAMAL 3;RAMAL DE ENLACE;-;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-09-11;7;AU 25 DE MAYO;ASCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-12;3;AU CAMPORA;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-09-12;7;AU DELLEPIANE;ASCENDENTE;400;BUENO;SECA;14;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;1
2022-09-12;19;AV. LUGONES;DESCENDENTE;4200;BUENO;SECA;1;0;OTRO;1;0;0;0
2022-09-13;8;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1
2022-09-13;16;AU DELLEPIANE;DESCENDENTE;1600;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-13;17;AV. LUGONES;DESCENDENTE;4300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;1
2022-09-13;18;AU 25 DE MAYO;DESCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-14;8;AU 25 DE MAYO;ASCENDENTE;2900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-14;10;AU ILLIA;ASCENDENTE;500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
2022-09-14;11;AV. LUGONES;DESCENDENTE;10300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-14;12;AU DELLEPIANE;ASCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-09-14;15;AU DELLEPIANE;DESCENDENTE;2400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-14;17;AU 25 DE MAYO;DESCENDENTE;1900;BUENO;SECA;2;0;OBSTACULO NO FIJO;3;1;0;0
2022-09-14;19;AU ILLIA;ASCENDENTE;6400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-14;22;AU ILLIA;ASCENDENTE;2900;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-09-15;5;AU 25 DE MAYO;DESCENDENTE;4700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-15;8;AU PERITO MORENO;ASCENDENTE;5000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
2022-09-15;9;AU DELLEPIANE;ASCENDENTE;3400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-09-15;15;AU DELLEPIANE;ASCENDENTE;4600;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-15;16;AV. CANTILO;ASCENDENTE;8600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-16;1;AU 25 DE MAYO;ASCENDENTE;7900;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-09-16;14;AU 25 DE MAYO;DESCENDENTE;9200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;2
2022-09-17;8;AV. CANTILO;ASCENDENTE;8000;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-09-17;10;AU DELLEPIANE;DESCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-09-17;11;AU DELLEPIANE;ASCENDENTE;3600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-17;13;AU DELLEPIANE;DESCENDENTE;3200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-18;12;AU PERITO MORENO;ASCENDENTE;2800;BUENO;SECA;1;0;OBSTACULO NO FIJO;0;2;0;0
2022-09-18;12;AU ILLIA;DESCENDENTE;2400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-18;14;AU PERITO MORENO;ASCENDENTE;1600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-18;19;AU PERITO MORENO;ASCENDENTE;5400;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-09-19;6;AU PERITO MORENO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-09-19;7;AU PERITO MORENO;DESCENDENTE;200;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-19;8;PASEO DEL BAJO;DIST. SUR - RAMAL 2;800;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
2022-09-19;14;AU FRONDIZI;DESCENDENTE;1800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;1
2022-09-19;17;TRANSICION RAMAL 3;RAMAL DE ENLACE;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-20;0;AU FRONDIZI;DESCENDENTE;3400;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-09-20;6;AU 25 DE MAYO;ASCENDENTE;8300;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-20;7;AU DELLEPIANE;ASCENDENTE;2500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-20;7;AV. CANTILO;ASCENDENTE;10100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-20;9;AU ILLIA;DESCENDENTE;500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-20;10;AU PERITO MORENO;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-21;6;AV. LUGONES;DESCENDENTE;10400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-22;11;AU DELLEPIANE;ASCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-09-22;13;AU CAMPORA;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-22;13;AU PERITO MORENO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-09-22;17;DIST. 9 DE JULIO;RAMAL 2 BIS;-;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-09-22;19;AU ILLIA;ASCENDENTE;5900;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-09-22;20;AU PERITO MORENO;DESCENDENTE;2100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-09-23;0;AU FRONDIZI;DESCENDENTE;2400;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0
2022-09-23;10;AU DELLEPIANE;ASCENDENTE;900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-23;16;AU 25 DE MAYO;ASCENDENTE;8100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
2022-09-23;18;AU DELLEPIANE;DESCENDENTE;2500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-23;20;AU DELLEPIANE;DESCENDENTE;2700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-09-24;5;AU ILLIA;ASCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-24;12;AU 25 DE MAYO;DESCENDENTE;7000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-24;21;AV. CANTILO;ASCENDENTE;8400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-09-26;7;AV. LUGONES;DESCENDENTE;9500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
2022-09-27;1;AU 25 DE MAYO;ASCENDENTE;8700;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-09-27;9;AU 25 DE MAYO;DESCENDENTE;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-27;9;DIST. DELLEPIANE;RAMAL 11;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-27;10;PASEO DEL BAJO;DESCENDENTE;3200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
2022-09-27;16;AU CAMPORA;DESCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-27;20;AU 25 DE MAYO;DESCENDENTE;8500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-28;7;AU PERITO MORENO;ASCENDENTE;0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-28;10;TRANSICION RAMAL 2;RAMAL DE ENLACE;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-09-28;13;AU PERITO MORENO;ASCENDENTE;2300;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-09-28;18;AU FRONDIZI;ASCENDENTE;2300;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;1;0
2022-09-29;19;AU DELLEPIANE;DESCENDENTE;2500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-09-30;6;AU PERITO MORENO;ASCENDENTE;3100;BUENO;SECA;2;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-09-30;11;AU PERITO MORENO;ASCENDENTE;1300;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;3;0;1
2022-09-30;11;AU 25 DE MAYO;ASCENDENTE;8200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-09-30;14;AU DELLEPIANE;ASCENDENTE;1900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-09-30;19;AU 25 DE MAYO;DESCENDENTE;3400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-09-30;21;AV. CANTILO;ASCENDENTE;9000;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-10-01;15;AU 25 DE MAYO;DESCENDENTE;1700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-01;19;AU CAMPORA;DESCENDENTE;3500;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-10-01;23;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;1;0
2022-10-02;1;AU PERITO MORENO;ASCENDENTE;5500;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-10-02;4;AU DELLEPIANE;ASCENDENTE;1100;BUENO;SECA;2;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-02;18;AU PERITO MORENO;ASCENDENTE;3500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-03;9;AU 25 DE MAYO;DESCENDENTE;1900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-10-04;9;AU PERITO MORENO;ASCENDENTE;5600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-04;14;PASEO DEL BAJO;DIST. SUR - RAMAL 1;-;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
2022-10-04;18;AV. LUGONES;DESCENDENTE;8300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-05;4;AV. LUGONES;DESCENDENTE;10300;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-05;9;AV. LUGONES;DESCENDENTE;4400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-05;10;AU ILLIA;DESCENDENTE;2500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-05;13;AU DELLEPIANE;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-05;13;AU DELLEPIANE;DESCENDENTE;2400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-05;16;AV. CANTILO;ASCENDENTE;7900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
2022-10-06;9;AU 25 DE MAYO;ASCENDENTE;4500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-06;17;AU 25 DE MAYO;DESCENDENTE;6100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-10-07;10;AU DELLEPIANE;DESCENDENTE;3700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-10-07;14;AV. CANTILO;ASCENDENTE;8200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-09;6;AU FRONDIZI;DESCENDENTE;900;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-10-10;1;AU 25 DE MAYO;ASCENDENTE;3500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-10;5;AV. LUGONES;DESCENDENTE;9700;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-10-11;10;AU DELLEPIANE;ASCENDENTE;300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-10-11;12;AU DELLEPIANE;ASCENDENTE;1000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-11;22;AV. CANTILO;ASCENDENTE;7500;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-10-12;8;AV. LUGONES;DESCENDENTE;6300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1
2022-10-12;9;AV. LUGONES;DESCENDENTE;7200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-12;10;AU FRONDIZI;ASCENDENTE;3100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
2022-10-12;14;AV. CANTILO;ASCENDENTE;8500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-12;18;AU 25 DE MAYO;ASCENDENTE;8700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-13;7;AU 25 DE MAYO;ASCENDENTE;100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
2022-10-13;9;AV. LUGONES;DESCENDENTE;8700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-13;12;AU 25 DE MAYO;DESCENDENTE;2400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-10-13;15;AU 25 DE MAYO;DESCENDENTE;4600;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
2022-10-13;16;AU PERITO MORENO;DESCENDENTE;400;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-10-13;18;AV. LUGONES;DESCENDENTE;6100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-13;21;AU 25 DE MAYO;DESCENDENTE;4800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-10-14;6;AU DELLEPIANE;DESCENDENTE;1100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-14;10;AV. CANTILO;ASCENDENTE;8800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-14;18;AU 25 DE MAYO;DESCENDENTE;500;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;2;1;0;0
2022-10-14;23;AU 25 DE MAYO;DESCENDENTE;4000;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-15;22;AU CAMPORA;ASCENDENTE;2800;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-16;6;AV. CANTILO;ASCENDENTE;10300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-16;15;AV. LUGONES;DESCENDENTE;8600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-18;9;AU 25 DE MAYO;ASCENDENTE;1400;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;1;0;0
2022-10-19;8;AU FRONDIZI;ASCENDENTE;0;BUENO;SECA;3;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-19;22;AU 25 DE MAYO;ASCENDENTE;7800;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
2022-10-20;8;AU PERITO MORENO;DESCENDENTE;4300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-20;15;AU PERITO MORENO;DESCENDENTE;2500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-20;17;AU FRONDIZI;ASCENDENTE;3000;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-10-21;1;AU ILLIA;ASCENDENTE;4000;BUENO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-10-22;3;AV. LUGONES;DESCENDENTE;6000;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-22;12;AU DELLEPIANE;DESCENDENTE;2700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-10-23;2;AU ILLIA;ASCENDENTE;3400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-23;7;AU 25 DE MAYO;ASCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-24;13;TRANSICION RAMAL 2;RAMAL DE ENLACE;-;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-24;18;AU 25 DE MAYO;DESCENDENTE;1600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
2022-10-25;6;AU PERITO MORENO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
2022-10-25;8;TRANSICION RAMAL 2;RAMAL DE ENLACE;-;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-10-26;5;AU PERITO MORENO;ASCENDENTE;4000;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-10-26;10;AV. LUGONES;DESCENDENTE;4800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
2022-10-26;14;AU FRONDIZI;DESCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-26;17;AU 25 DE MAYO;DESCENDENTE;900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-26;23;AV. CANTILO;ASCENDENTE;8700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-10-27;11;AU PERITO MORENO;ASCENDENTE;400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-10-27;16;AU DELLEPIANE;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;1
2022-10-27;18;AU 25 DE MAYO;ASCENDENTE;7800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-10-28;18;AU 25 DE MAYO;ASCENDENTE;8000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-10-28;22;AU DELLEPIANE;ASCENDENTE;3800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-29;7;AV. CANTILO;ASCENDENTE;9000;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-10-29;11;AU 25 DE MAYO;DESCENDENTE;2600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-10-29;17;AU ILLIA;ASCENDENTE;3700;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-10-30;5;AV. LUGONES;DESCENDENTE;4700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
