FECHA;HORA;AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLÓGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION
2022-10-30;6;AU 25 DE MAYO;DESCENDENTE;7900;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-30;12;AV. LUGONES;DESCENDENTE;8900;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-10-31;7;AU DELLEPIANE;ASCENDENTE;500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-01;6;AU DELLEPIANE;ASCENDENTE;4300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-01;9;AU DELLEPIANE;ASCENDENTE;2900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-01;12;AU DELLEPIANE;ASCENDENTE;2500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-02;7;AU 25 DE MAYO;DESCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-02;17;AU FRONDIZI;ASCENDENTE;3200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-03;7;AU 25 DE MAYO;ASCENDENTE;100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-03;10;AU DELLEPIANE;ASCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-11-03;12;AU DELLEPIANE;ASCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-11-03;17;AU DELLEPIANE;DESCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
2022-11-03;18;AU 25 DE MAYO;DESCENDENTE;6600;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;4;0;0
2022-11-04;8;AU DELLEPIANE;DESCENDENTE;4300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-04;12;AV. LUGONES;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-04;14;AU ILLIA;ASCENDENTE;4300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-04;14;AU 25 DE MAYO;DESCENDENTE;900;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-11-04;16;AU PERITO MORENO;DESCENDENTE;800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-11-04;17;AV. LUGONES;DESCENDENTE;8800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-05;20;AU DELLEPIANE;ASCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-07;9;AV. LUGONES;DESCENDENTE;6000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-08;15;AU 25 DE MAYO;DESCENDENTE;4600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
2022-11-08;19;AU PERITO MORENO;DESCENDENTE;1100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-11-09;7;AV. LUGONES;DESCENDENTE;8500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-11-09;9;AV. CANTILO;ASCENDENTE;9000;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-11-09;20;AU PERITO MORENO;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-09;21;AU CAMPORA;DESCENDENTE;1600;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0
2022-11-10;6;AU 25 DE MAYO;ASCENDENTE;1100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-10;8;AU DELLEPIANE;ASCENDENTE;4200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-10;22;AU DELLEPIANE;ASCENDENTE;3500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-11-11;2;TRANSICION RAMAL 2;RAMAL DE ENLACE;-;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;1
2022-11-11;21;AU DELLEPIANE;DESCENDENTE;3800;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-11;23;PASEO DEL BAJO;DESCENDENTE;2700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
2022-11-12;4;AU ILLIA;ASCENDENTE;4000;BUENO;SECA;3;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-13;7;AU PERITO MORENO;DESCENDENTE;5500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;1;0
2022-11-13;21;DIST. DELLEPIANE;RAMAL 11;-;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-13;21;AU ILLIA;ASCENDENTE;5500;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-14;7;AU ILLIA;DESCENDENTE;2400;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
2022-11-14;11;AU FRONDIZI;DESCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-11-14;14;AV. CANTILO;ASCENDENTE;8000;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
2022-11-14;15;AU CAMPORA;ASCENDENTE;3000;LLUVIOSO;MOJADA/HUMEDA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-15;7;AU DELLEPIANE;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
2022-11-15;13;AV. CANTILO;ASCENDENTE;8500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-15;19;AU 25 DE MAYO;DESCENDENTE;2000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-18;7;AU 25 DE MAYO;ASCENDENTE;3500;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;1;0;0
2022-11-18;20;AU PERITO MORENO;DESCENDENTE;5800;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-11-19;2;AU 25 DE MAYO;DESCENDENTE;8500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-19;10;AU PERITO MORENO;DESCENDENTE;3300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-19;13;AU PERITO MORENO;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-11-19;18;AU DELLEPIANE;DESCENDENTE;3500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
2022-11-20;6;AU PERITO MORENO;ASCENDENTE;5300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-20;22;AU PERITO MORENO;ASCENDENTE;3300;LLUVIOSO;MOJADA/HUMEDA;3;1;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-22;9;AU 25 DE MAYO;ASCENDENTE;4100;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-11-22;11;AU 25 DE MAYO;DESCENDENTE;4500;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-11-22;20;AU 25 DE MAYO;DESCENDENTE;5500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-23;0;AU 25 DE MAYO;DESCENDENTE;0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-11-23;12;AV. LUGONES;DESCENDENTE;8300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-23;14;AU DELLEPIANE;ASCENDENTE;3000;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-11-23;14;AU DELLEPIANE;DESCENDENTE;2500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-23;19;AU DELLEPIANE;DESCENDENTE;1800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-24;7;AU ILLIA;DESCENDENTE;2200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-24;15;PASEO DEL BAJO;ASCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
2022-11-24;15;AU FRONDIZI;DESCENDENTE;2000;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-11-24;17;AV. LUGONES;DESCENDENTE;7400;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;0;0;1
2022-11-25;7;AU ILLIA;DESCENDENTE;400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
2022-11-25;14;AV. LUGONES;DESCENDENTE;8500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-11-25;14;AV. LUGONES;DESCENDENTE;9800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
2022-11-25;17;AU PERITO MORENO;DESCENDENTE;3400;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-11-25;18;AU 25 DE MAYO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-26;16;AU FRONDIZI;DESCENDENTE;3000;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;1
2022-11-26;21;AU FRONDIZI;ASCENDENTE;3400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-11-26;22;AU FRONDIZI;ASCENDENTE;3400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-11-27;8;AU FRONDIZI;DESCENDENTE;2800;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-27;14;AU FRONDIZI;DESCENDENTE;3100;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-29;9;TRANSICION RAMAL 2;RAMAL DE ENLACE;700;BUENO;SECA;2;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-11-29;18;AU FRONDIZI;DESCENDENTE;3300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-11-30;8;AU DELLEPIANE;ASCENDENTE;3400;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-11-30;9;AU ILLIA;DESCENDENTE;900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-11-30;12;AU DELLEPIANE;DESCENDENTE;3400;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-11-30;12;DIST. 9 DE JULIO;RAMAL 3;-;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-11-30;15;AU PERITO MORENO;ASCENDENTE;2900;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-11-30;19;AU 25 DE MAYO;DESCENDENTE;9000;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-02;6;AU PERITO MORENO;ASCENDENTE;5600;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-12-02;12;AU FRONDIZI;ASCENDENTE;100;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;1;0;0
2022-12-02;16;AU DELLEPIANE;DESCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-12-02;16;TRANSICION RAMAL 3;RAMAL DE ENLACE;-;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-12-03;6;AU PERITO MORENO;DESCENDENTE;900;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;3;0;0
2022-12-03;6;AU PERITO MORENO;ASCENDENTE;5500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-12-03;8;AV. CANTILO;ASCENDENTE;9200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-12-03;15;AU 25 DE MAYO;ASCENDENTE;1700;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-12-04;8;AU DELLEPIANE;ASCENDENTE;4600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-12-05;0;AU 25 DE MAYO;DESCENDENTE;6800;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-05;10;AU PERITO MORENO;ASCENDENTE;500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-12-05;10;AU 25 DE MAYO;ASCENDENTE;100;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-05;12;AV. LUGONES;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-05;14;AU 25 DE MAYO;DESCENDENTE;8700;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;2
2022-12-05;18;AU 25 DE MAYO;DESCENDENTE;400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-06;6;AU 25 DE MAYO;ASCENDENTE;7400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-06;10;AU ILLIA;DESCENDENTE;2400;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-06;20;AV. CANTILO;ASCENDENTE;8600;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-07;7;AV. LUGONES;DESCENDENTE;8900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
2022-12-07;10;AU DELLEPIANE;ASCENDENTE;4100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-07;11;AV. LUGONES;DESCENDENTE;9500;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-07;15;AU FRONDIZI;DESCENDENTE;1400;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-07;15;AU PERITO MORENO;ASCENDENTE;2700;BUENO;SECA;0;1;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-12-08;14;AU PERITO MORENO;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-08;22;AU DELLEPIANE;DESCENDENTE;600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-09;13;AU PERITO MORENO;DESCENDENTE;2000;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-09;21;AU ILLIA;ASCENDENTE;4200;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-12;8;AU DELLEPIANE;ASCENDENTE;1100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-12-12;10;AU 25 DE MAYO;ASCENDENTE;4700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-12;13;AU 25 DE MAYO;ASCENDENTE;9000;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-12-13;13;AU ILLIA;DESCENDENTE;1200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-13;15;AU FRONDIZI;DESCENDENTE;2000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-14;14;AU 25 DE MAYO;ASCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-15;8;AU DELLEPIANE;ASCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-12-15;13;AU ILLIA;DESCENDENTE;2100;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;1;0
2022-12-16;12;AU DELLEPIANE;ASCENDENTE;4100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-16;13;AU DELLEPIANE;DESCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-12-17;7;AU DELLEPIANE;DESCENDENTE;2300;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;1;0;0
2022-12-17;11;AU 25 DE MAYO;DESCENDENTE;500;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
2022-12-17;21;AU DELLEPIANE;ASCENDENTE;3800;BUENO;SECA;3;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-18;15;AU 25 DE MAYO;ASCENDENTE;8000;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-18;22;AU 25 DE MAYO;DESCENDENTE;8000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-18;22;AU FRONDIZI;ASCENDENTE;3100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-12-19;5;AU ILLIA;ASCENDENTE;3000;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-12-19;7;AU 25 DE MAYO;ASCENDENTE;200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-20;2;AU 25 DE MAYO;DESCENDENTE;7000;BUENO;SECA;2;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-20;7;AU PERITO MORENO;ASCENDENTE;5300;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-21;8;AU PERITO MORENO;DESCENDENTE;3600;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;1
2022-12-21;10;AU PERITO MORENO;DESCENDENTE;2700;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-21;10;AU DELLEPIANE;DESCENDENTE;2000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-12-21;19;AU DELLEPIANE;ASCENDENTE;2000;BUENO;SECA;5;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2022-12-22;9;AU 25 DE MAYO;DESCENDENTE;3700;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-12-22;9;AU 25 DE MAYO;ASCENDENTE;7900;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0
2022-12-22;13;AV. LUGONES;DESCENDENTE;9500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-22;15;AU DELLEPIANE;ASCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
2022-12-22;17;AU 25 DE MAYO;DESCENDENTE;9000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-22;18;AU DELLEPIANE;DESCENDENTE;4500;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-23;8;AV. CANTILO;ASCENDENTE;10300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-23;9;AU DELLEPIANE;DESCENDENTE;2900;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-23;15;AU PERITO MORENO;ASCENDENTE;300;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-24;1;AU FRONDIZI;ASCENDENTE;1500;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-24;5;AU PERITO MORENO;DESCENDENTE;4500;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-24;7;AV. CANTILO;ASCENDENTE;7800;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-12-25;3;AU 25 DE MAYO;ASCENDENTE;200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-26;7;AU FRONDIZI;ASCENDENTE;2400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2022-12-26;9;AU 25 DE MAYO;DESCENDENTE;7700;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-26;9;AU 25 DE MAYO;DESCENDENTE;7400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
2022-12-27;16;AV. CANTILO;ASCENDENTE;7100;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2022-12-28;7;AU ILLIA;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-28;9;AU FRONDIZI;ASCENDENTE;3100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2022-12-28;9;AU CAMPORA;ASCENDENTE;3400;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;1
2022-12-29;6;AU 25 DE MAYO;ASCENDENTE;8100;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;1;0;0;0
2022-12-29;6;AU CAMPORA;ASCENDENTE;0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-29;11;AU 25 DE MAYO;ASCENDENTE;9000;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
2022-12-30;12;AU DELLEPIANE;DESCENDENTE;2500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2022-12-30;13;AU 25 DE MAYO;DESCENDENTE;5600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2022-12-31;6;AU ILLIA;DESCENDENTE;2900;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0
